Timestamp,Sensor_1,Sensor_2
20:53:07,ets Jul 29 2019 12:21:46
20:53:07,rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
20:53:07,configsip: 0, SPIWP:0xee
20:53:07,clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00
20:53:07,mode:DIO, clock div:1
20:53:07,load:0x3fff0030,len:4876
20:53:07,ho 0 tail 12 room 4
20:53:07,load:0x40078000,len:16560
20:53:07,load:0x40080400,len:3500
20:53:07,entry 0x400805b4
20:54:17,1.86, 294.36
20:54:17,1.86, 294.42
20:54:17,1.27, 294.44
20:54:17,1.26, 294.60
20:54:17,1.16, 294.78
20:54:17,1.06, 294.78
20:54:17,0.94, 294.64
20:54:17,0.86, 294.54
20:54:17,0.88, 294.48
20:54:18,0.81, 294.82
20:54:18,0.91, 295.20
20:54:18,0.80, 295.46
20:54:18,0.70, 295.46
20:54:18,0.67, 295.74
20:54:18,0.64, 295.96
20:54:18,0.60, 296.10
20:54:18,0.54, 296.08
20:54:18,0.55, 296.08
20:54:19,0.48, 296.26
20:54:19,0.55, 296.32
20:54:19,0.52, 296.44
20:54:19,0.54, 296.36
20:54:19,0.52, 296.14
20:54:19,0.51, 295.84
20:54:19,0.50, 295.38
20:54:19,0.51, 295.00
20:54:19,0.56, 294.76
20:54:19,0.52, 294.78
20:54:20,0.38, 295.10
20:54:20,0.39, 295.74
20:54:20,0.34, 296.66
20:54:20,0.38, 297.20
20:54:20,0.38, 296.96
20:54:20,0.43, 296.84
20:54:20,0.44, 296.86
20:54:20,0.45, 296.60
20:54:20,0.48, 296.48
20:54:21,0.52, 296.38
20:54:21,0.50, 295.96
20:54:21,0.57, 295.58
20:54:21,0.60, 295.50
20:54:21,0.53, 295.40
20:54:21,0.56, 295.34
20:54:21,0.57, 295.62
20:54:21,0.62, 295.56
20:54:21,0.56, 295.44
20:54:21,0.57, 295.44
